Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Total Pay (£),Professional/Occupational Group,Notes,Valid?
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS1-11-01-01,,2,"23,869","27,281",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS1-11-01-01,,3,"28,939","33,027",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS1-11-01-01,,4,"47,095","55,882",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS1-11-01-01,,1,"56,272","67,717",,Policy,,
Mar-14,Junior,,,AO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS1-11-01-02,,2,"20,217","22,126",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS1-11-01-02,,4,"23,869","27,281",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS1-11-01-02,,2,"28,939","33,027",,Policy,,
Mar-14,Junior,,,SEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS1-11-01-02,,1,"34,729","40,917",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS1-11-01-02,,4,"47,095","55,882",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS1-11-01-02,,2,"56,272","67,717",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS1-11-01-03,,3,"23,869","27,281",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS1-11-01-03,,5,"28,939","33,027",,Policy,,
Mar-14,Junior,,,SEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS1-11-01-03,,1,"34,729","40,917",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS1-11-01-03,,4,"47,095","55,882",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS1-11-01-03,,2,"56,272","67,717",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,AMS - Advanced Manufacturing Services,,,SCS2-01-01,,1,"23,869","27,281",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - Local Growth Directorate,,,SCS2-01-02,,1,"23,869","27,281",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - Local Growth Directorate,,,SCS2-01-02,,2,"47,095","55,882",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Enterprise Directorate,,,SCS2-01-03,,1,"28,939","33,027",,Policy,,
Mar-14,Junior,,,SEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Enterprise Directorate,,,SCS2-01-03,,1,"34,729","40,917",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Enterprise Directorate,,,SCS2-01-03,,3,"47,095","55,882",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&S - Enterprise Directorate,,,SCS2-01-03,,1,"56,272","67,717",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - Regional Growth Fund & Legacy,,,SCS2-01-05,,4,"23,869","27,281",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - Regional Growth Fund & Legacy,,,SCS2-01-05,,6,"28,939","33,027",,Policy,,
Mar-14,Junior,,,SEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - Regional Growth Fund & Legacy,,,SCS2-01-05,,18,"34,729","40,917",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - Regional Growth Fund & Legacy,,,SCS2-01-05,,10,"47,095","55,882",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - Regional Growth Fund & Legacy,,,SCS2-01-05,,3,"56,272","67,717",,Policy,,
Mar-14,Junior,,,AO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,VE - Vocational Education,,,SCS2-01-06,,1,"20,217","22,126",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,VE - Vocational Education,,,SCS2-01-06,,3,"23,869","27,281",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,VE - Vocational Education,,,SCS2-01-06,,1,"47,095","55,882",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,VE - Vocational Education,,,SCS2-01-06,,1,"56,272","67,717",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - Consumer and Competition Policy,,,SCS2-01-07,,1,"28,939","33,027",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,"BLG - Information Economy, Agritech and International Education",,,SCS2-01-08,,1,"23,869","27,281",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,"BLG - Information Economy, Agritech and International Education",,,SCS2-01-08,,1,"56,272","67,717",,Policy,,
Mar-14,Junior,,,AO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,SABR - DG & Group Support,,,SCS2-02-01,,1,"20,217","22,126",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,SABR - DG & Group Support,,,SCS2-02-01,,7,"28,939","33,027",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,SABR - DG & Group Support,,,SCS2-02-01,,5,"47,095","55,882",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,SABR - DG & Group Support,,,SCS2-02-01,,1,"56,272","67,717",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,P&S - Strategy and Growth,,,SCS2-02-05,,1,"23,869","27,281",,Policy,,
Mar-14,Junior,,,G6 Level,Finance Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Finance Group,,,SCS2-03-01,,1,"56,272","67,717",,Finance,,
Mar-14,Junior,,,AO Level,Finance Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Finance Group,,,SCS2-03-02,,1,"20,217","22,126",,Finance,,
Mar-14,Junior,,,EO Level,Finance Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Finance Group,,,SCS2-03-02,,1,"23,869","27,281",,Finance,,
Mar-14,Junior,,,HEO Level,Finance Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Finance Group,,,SCS2-03-02,,4,"28,939","33,027",,Finance,,
Mar-14,Junior,,,SEO Level,Finance Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Finance Group,,,SCS2-03-02,,7,"34,729","40,917",,Finance,,
Mar-14,Junior,,,G7 Level,Finance Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Finance Group,,,SCS2-03-02,,2,"47,095","55,882",,Finance,,
Mar-14,Junior,,,G6 Level,Finance Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Finance Group,,,SCS2-03-02,,4,"56,272","67,717",,Finance,,
Mar-14,Junior,,,EO Level,Internal Audit Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Internal Audit,,,SCS2-03-03,,1,"23,869","27,281",,Internal Audit,,
Mar-14,Junior,,,HEO Level,Internal Audit Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Internal Audit,,,SCS2-03-03,,4,"28,939","33,027",,Internal Audit,,
Mar-14,Junior,,,SEO Level,Internal Audit Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Internal Audit,,,SCS2-03-03,,6,"34,729","40,917",,Internal Audit,,
Mar-14,Junior,,,G7 Level,Internal Auditor,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Internal Audit,,,SCS2-03-03,,3,"47,095","55,882",,Internal Audit,,
Mar-14,Junior,,,G6 Level,Internal Auditor,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Internal Audit,,,SCS2-03-03,,4,"56,272","67,717",,Internal Audit,,
Mar-14,Junior,,,EO Level,IT Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,ITD - Information and Technology,,,SCS2-03-04,,1,"23,869","27,281",,Information Technology,,
Mar-14,Junior,,,EO Level,Internal Audit Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Higher Education,,,SCS2-04-01,,1,"23,869","27,281",,Internal Audit,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Higher Education,,,SCS2-04-01,,3,"28,939","33,027",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Higher Education,,,SCS2-04-01,,2,"47,095","55,882",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - Research Base,,,SCS2-04-05,,1,"23,869","27,281",,Policy,,
Mar-14,Junior,,,AO Level,Communications Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,PCE - Communications Directorate,,,SCS2-05-01,,1,"20,217","22,126",,Communications,,
Mar-14,Junior,,,EO Level,Communications Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,PCE - Communications Directorate,,,SCS2-05-01,,6,"23,869","27,281",,Communications,,
Mar-14,Junior,,,HEO Level,Communications Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,PCE - Communications Directorate,,,SCS2-05-01,,5,"28,939","33,027",,Communications,,
Mar-14,Junior,,,SEO Level,Communications Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,PCE - Communications Directorate,,,SCS2-05-01,,7,"34,729","40,917",,Communications,,
Mar-14,Junior,,,G7 Level,Communications Manager,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,PCE - Communications Directorate,,,SCS2-05-01,,3,"47,095","55,882",,Communications,,
Mar-14,Junior,,,G6 Level,Communications Manager,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,PCE - Communications Directorate,,,SCS2-05-01,,2,"56,272","67,717",,Communications,,
Mar-14,Junior,,,EO Level,HR Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,P&S - Human Resources,,,SCS2-05-02,,1,"23,869","27,281",,Human Resources,,
Mar-14,Junior,,,G6 Level,HR Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,P&S - Human Resources,,,SCS2-05-02,,1,"56,272","67,717",,Human Resources,,
Mar-14,Junior,,,AO Level,Legal Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEG - Legal Services,,,SCS2-05-04,,7,"20,217","22,126",,Law,,
Mar-14,Junior,,,EO Level,Legal Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEG - Legal Services,,,SCS2-05-04,,1,"23,869","27,281",,Law,,
Mar-14,Junior,,,HEO Level,Legal Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEG - Legal Services,,,SCS2-05-04,,40,"28,939","33,027",,Law,,
Mar-14,Junior,,,SEO Level,Legal Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEG - Legal Services,,,SCS2-05-04,,7,"34,729","40,917",,Law,,
Mar-14,Junior,,,G7 Level,Legal Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEG - Legal Services,,,SCS2-05-04,,6,"47,095","55,882",,Law,,
Mar-14,Junior,,,G6 Level,Legal Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEG - Legal Services,,,SCS2-05-04,,1,"56,272","67,717",,Law,,
Mar-14,Junior,,,AO Level,Legal Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEG - Legal Services,,,SCS2-05-05,,3,"20,217","22,126",,Law,,
Mar-14,Junior,,,EO Level,Legal Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEG - Legal Services,,,SCS2-05-05,,2,"23,869","27,281",,Law,,
Mar-14,Junior,,,HEO Level,Legal Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEG - Legal Services,,,SCS2-05-05,,2,"28,939","33,027",,Law,,
Mar-14,Junior,,,G7 Level,Legal Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEG - Legal Services,,,SCS2-05-05,,5,"47,095","55,882",,Law,,
Mar-14,Junior,,,G6 Level,Legal Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEG - Legal Services,,,SCS2-05-05,,3,"56,272","67,717",,Law,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,"P&S - Director of Change and Corporate Effectiveness, including the BIS Secretariat",,,SCS2-05-07,,1,"23,869","27,281",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,"P&S - Director of Change and Corporate Effectiveness, including the BIS Secretariat",,,SCS2-05-07,,1,"47,095","55,882",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,"P&S - Director of Change and Corporate Effectiveness, including the BIS Secretariat",,,SCS2-05-07,,2,"56,272","67,717",,Policy,,
Mar-14,Junior,,,AO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&M - Business Environment Directorate,,,SCS2-06-01,,1,"20,217","22,126",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&M - Business Environment Directorate,,,SCS2-06-01,,4,"23,869","27,281",,Policy,,
Mar-14,Junior,,,SEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&M - Business Environment Directorate,,,SCS2-06-01,,1,"34,729","40,917",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&M - Business Environment Directorate,,,SCS2-06-01,,1,"47,095","55,882",,Policy,,
Mar-14,Junior,,,AO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&M - Labour Market Directorate,,,SCS2-06-03,,1,"20,217","22,126",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&M - Labour Market Directorate,,,SCS2-06-03,,1,"23,869","27,281",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&M - Labour Market Directorate,,,SCS2-06-03,,2,"28,939","33,027",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&M - Labour Market Directorate,,,SCS2-06-03,,1,"47,095","55,882",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,E&M - Labour Market Directorate,,,SCS2-06-03,,2,"56,272","67,717",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BLG - European Reform Directorate,,,SCS2-06-04,,1,"23,869","27,281",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,SE - Shareholder Executive,,,SCS2-07-03,,1,"56,272","67,717",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI ID - Investment Development,,,SCS2-08-01,,4,"23,869","27,281",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI ID - Investment Development,,,SCS2-08-01,,7,"28,939","33,027",,Policy,,
Mar-14,Junior,,,SEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI ID - Investment Development,,,SCS2-08-01,,4,"34,729","40,917",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI ID - Investment Development,,,SCS2-08-01,,4,"47,095","55,882",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI ID - Investment Development,,,SCS2-08-01,,2,"56,272","67,717",,Policy,,
Mar-14,Junior,,,AO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI DSO - Defence and Security Organisation,,,SCS2-08-02,,1,"20,217","22,126",,Policy,,
Mar-14,Junior,,,SEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI DSO - Defence and Security Organisation,,,SCS2-08-02,,1,"34,729","40,917",,Policy,,
Mar-14,Junior,,,AO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI DSO - Defence and Security Organisation,,,SCS2-08-02-01,,6,"20,217","22,126",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI DSO - Defence and Security Organisation,,,SCS2-08-02-01,,5,"23,869","27,281",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI DSO - Defence and Security Organisation,,,SCS2-08-02-01,,5,"28,939","33,027",,Policy,,
Mar-14,Junior,,,SEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI DSO - Defence and Security Organisation,,,SCS2-08-02-01,,4,"34,729","40,917",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI DSO - Defence and Security Organisation,,,SCS2-08-02-01,,2,"47,095","55,882",,Policy,,
Mar-14,Junior,,,AO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI TD - Trade Development,,,SCS2-08-03,,18,"20,217","22,126",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI TD - Trade Development,,,SCS2-08-03,,20,"23,869","27,281",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI TD - Trade Development,,,SCS2-08-03,,35,"28,939","33,027",,Policy,,
Mar-14,Junior,,,SEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI TD - Trade Development,,,SCS2-08-03,,24,"34,729","40,917",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI TD - Trade Development,,,SCS2-08-03,,22,"47,095","55,882",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI TD - Trade Development,,,SCS2-08-03,,24,"56,272","67,717",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI MC - Marketing & Communications,,,SCS2-08-04,,5,"23,869","27,281",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI MC - Marketing & Communications,,,SCS2-08-04,,2,"28,939","33,027",,Policy,,
Mar-14,Junior,,,SEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI MC - Marketing & Communications,,,SCS2-08-04,,4,"34,729","40,917",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI MC - Marketing & Communications,,,SCS2-08-04,,1,"56,272","67,717",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI ST - Strategic Trade,,,SCS2-08-05,,2,"28,939","33,027",,Policy,,
Mar-14,Junior,,,SEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI ST - Strategic Trade,,,SCS2-08-05,,1,"34,729","40,917",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI ST - Strategic Trade,,,SCS2-08-05,,2,"47,095","55,882",,Policy,,
Mar-14,Junior,,,AO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI COO - Chief Operating Officer,,,SCS2-08-06,,3,"20,217","22,126",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI COO - Chief Operating Officer,,,SCS2-08-06,,3,"23,869","27,281",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI COO - Chief Operating Officer,,,SCS2-08-06,,12,"28,939","33,027",,Policy,,
Mar-14,Junior,,,SEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI COO - Chief Operating Officer,,,SCS2-08-06,,4,"34,729","40,917",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI COO - Chief Operating Officer,,,SCS2-08-06,,4,"47,095","55,882",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,UKTI COO - Chief Operating Officer,,,SCS2-08-06,,4,"56,272","67,717",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS2-11-01,,4,"23,869","27,281",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS2-11-01,,6,"28,939","33,027",,Policy,,
Mar-14,Junior,,,SEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS2-11-01,,3,"34,729","40,917",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS2-11-01,,3,"47,095","55,882",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,GOSC - Government Office for Science,,,SCS2-11-01,,4,"56,272","67,717",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BS - Business & Skills,,,SCS3-01,,9,"23,869","27,281",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BS - Business & Skills,,,SCS3-01,,3,"28,939","33,027",,Policy,,
Mar-14,Junior,,,SEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BS - Business & Skills,,,SCS3-01,,5,"34,729","40,917",,Policy,,
Mar-14,Junior,,,G7 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BS - Business & Skills,,,SCS3-01,,12,"47,095","55,882",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,BS - Business & Skills,,,SCS3-01,,11,"56,272","67,717",,Policy,,
Mar-14,Junior,,,HEO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,SABR - DG & Group Support,,,SCS3-02,,1,"28,939","33,027",,Policy,,
Mar-14,Junior,,,HEO Level,Finance Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Finance Group,,,SCS3-03,,1,"28,939","33,027",,Finance,,
Mar-14,Junior,,,SEO Level,Finance Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Finance Group,,,SCS3-03,,1,"34,729","40,917",,Finance,,
Mar-14,Junior,,,G7 Level,Finance Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Finance Group,,,SCS3-03,,1,"47,095","55,882",,Finance,,
Mar-14,Junior,,,G6 Level,Finance Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,F&C - Finance Group,,,SCS3-03,,1,"56,272","67,717",,Finance,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,KIG - DG/Finance & Corporate Planning,,,SCS3-04,,1,"23,869","27,281",,Policy,,
Mar-14,Junior,,,EO Level,Policy Support Officer,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,"P&S - Director of Change and Corporate Effectiveness, including the BIS Secretariat",,,SCS3-05,,1,"23,869","27,281",,Policy,,
Mar-14,Junior,,,G6 Level,Policy Adviser,,Department for Business Innovation and Skills,Department for Business Innovation and Skills,SE - Shareholder Executive,,,SCS3-07,,1,"56,272","67,717",,Policy,,
