Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Column1,Professional/Occupational Group,Notes,Valid?
Sep-14,Junior,,,Grade 7,Senior Capability and Skills Advisor,,Home Office,Home Office,Business Change,,,1HR20,,0.8,45626,61285,,Human Resources,,
Sep-14,Junior,,,Grade 7,Senior PPM Best Practice Advisor,,Home Office,Home Office,Business Change,,,1HR20,,0.65,45626,61285,,Human Resources,,
Sep-14,Junior,,,Grade 7,Senior Assurance Advisor,,Home Office,Home Office,Business Change,,,1HR20,,0.9,45626,61285,,Human Resources,,
Sep-14,Junior,,,SEO,Capability and Skills Advisor,,Home Office,Home Office,Business Change,,,1HR20,,1,34108,44185,,Human Resources,,
Sep-14,Junior,,,HEO,PPM Best Practice Advisor,,Home Office,Home Office,Business Change,,,1HR20,,1,27150,36922,,Human Resources,,
Sep-14,Junior,,,HEO,Integrated Assurance Advisor,,Home Office,Home Office,Business Change,,,1HR20,,1,27150,36922,,Human Resources,,
Sep-14,Junior,,,Grade 6,Lead Business Change,,Home Office,Home Office,Business Change,,,1HR20,,1,55904,73892,,Human Resources,,
Sep-14,Junior,,,Grade 7,Head of Business Change Team,,Home Office,Home Office,Business Change,,,1HR20,,2,45626,61285,,Human Resources,,
Sep-14,Junior,,,SEO,Business Change and PPM Advisor,,Home Office,Home Office,Business Change,,,1HR20,,10,34108,44185,,Human Resources,,
Sep-14,Junior,,,EO,Support Officer,,Home Office,Home Office,Business Change,,,1HR20,,6,22770,30181,,Human Resources,,
Sep-14,Junior,,,Grade 7,Hillsborough Policy Advisor,,Home Office,Home Office,Learning from Experience,,,1HR26,,2,45626,61285,,Human Resources,,
Sep-14,Junior,,,Grade 7,Case Study Manager,,Home Office,Home Office,Learning from Experience,,,1HR26,,1,45626,61285,,Human Resources,,
Sep-14,Junior,,,SEO,Business Manager,,Home Office,Home Office,Learning from Experience,,,1HR26,,1,34108,44185,,Human Resources,,
Sep-14,Junior,,,AO,Administrative Support,,Home Office,Home Office,Learning from Experience,,,1HR26,,1,18956,22515,,Human Resources,,
Sep-14,Junior,,,AO,Team events organiser,,Home Office,Home Office,Learning from Experience,,,1HR26,,1,18956,22515,,Human Resources,,
Sep-14,Junior,,,Grade 6,Assistant Director of Resourcing,,Home Office,Home Office,HR Delivery Team,,,1HR23,,1,55904,73892,,Human Resources,,
Sep-14,Junior,,,Grade 7,Head of Resourcing,,Home Office,Home Office,HR Delivery Team,,,1HR23,,1,45626,61285,,Human Resources,,
Sep-14,Junior,,,SEO,Senior Resourcing Lead,,Home Office,Home Office,HR Delivery Team,,,1HR23,,3,34108,44185,,Human Resources,,
Sep-14,Junior,,,HEO,Resourcing Lead,,Home Office,Home Office,HR Delivery Team,,,1HR23,,4,27150,36922,,Human Resources,,
Sep-14,Junior,,,EO,Resourcing Officer,,Home Office,Home Office,HR Delivery Team,,,1HR23,,2.69,22770,30181,,Human Resources,,
Sep-14,Junior,,,AO,Resourcing Support,,Home Office,Home Office,HR Delivery Team,,,1HR23,,3,18956,22515,,Human Resources,,
Sep-14,Junior,,,SEO,Secretariat Manager,,Home Office,Home Office,HR Secretariat,,,1HR23,,1,34108,44185,,Human Resources,,
Sep-14,Junior,,,HEO,Assistant Private Secretary,,Home Office,Home Office,HR Secretariat,,,1HR23,,3.69,27150,36922,,Human Resources,,
Sep-14,Junior,,,EO,Secretariat Officer,,Home Office,Home Office,HR Secretariat,,,1HR23,,2,22770,30181,,Human Resources,,
Sep-14,Junior,,,AO,Diary Manager,,Home Office,Home Office,HR Secretariat,,,1HR23,,7,18956,22515,,Human Resources,,
Sep-14,Junior,,,Grade 6,Head of Transformation,,Home Office,Home Office,HR Delivery,,,1HR23,,1,55904,73892,,Human Resources,,
Sep-14,Junior,,,Grade 6,Head of Commissioning,,Home Office,Home Office,HR Delivery,,,1HR23,,1,55904,73892,,Human Resources,,
Sep-14,Junior,,,Grade 7,Project Team Leader,,Home Office,Home Office,HR Delivery,,,1HR23,,1,45626,61285,,Human Resources,,
Sep-14,Junior,,,Grade 7,Commissioning Manager,,Home Office,Home Office,HR Delivery,,,1HR23,,1,45626,61285,,Human Resources,,
Sep-14,Junior,,,SEO,Client Manager,,Home Office,Home Office,HR Delivery,,,1HR23,,1,34108,44185,,Human Resources,,
Sep-14,Junior,,,SEO,Commissioning Operational Manager,,Home Office,Home Office,HR Delivery,,,1HR23,,1,34108,44185,,Human Resources,,
Sep-14,Junior,,,HEO-D,Project Support Manager,,Home Office,Home Office,HR Delivery,,,1HR23,,1,26956,37158,,Human Resources,,
Sep-14,Junior,,,HEO,Project Support Manager,,Home Office,Home Office,HR Delivery,,,1HR23,,1,27150,36922,,Human Resources,,
Sep-14,Junior,,,EO,Delivery Team Support,,Home Office,Home Office,HR Delivery,,,1HR23,,0.7,22770,30181,,Human Resources,,
Sep-14,Junior,,,Grade 7,Recruitment Support Teams,,Home Office,Home Office,HR Delivery,,,1HR23,,2,45626,61285,,Human Resources,,
Sep-14,Junior,,,SEO,Recruitment Support Teams,,Home Office,Home Office,HR Delivery,,,1HR23,,6.8,34108,44185,,Human Resources,,
Sep-14,Junior,,,HEO,Recruitment Support Teams,,Home Office,Home Office,HR Delivery,,,1HR23,,7.8,27150,36922,,Human Resources,,
Sep-14,Junior,,,EO,Recruitment Support Teams,,Home Office,Home Office,HR Delivery,,,1HR23,,8.8,22770,30181,,Human Resources,,
Sep-14,Junior,,,AO,Recruitment Support Teams,,Home Office,Home Office,HR Delivery,,,1HR23,,3,18956,22515,,Human Resources,,
Sep-14,Junior,,,Grade 6,Senior HR Business Partner,,Home Office,Home Office,HR Business Partner Team - HM Passport Office and UK Visas and Immigration,,,1HR19,,2,55904,73892,,Human Resources,,
Sep-14,Junior,,,Grade 7,HR Business Partner,,Home Office,Home Office,HR Business Partner Team - HM Passport Office and UK Visas and Immigration,,,1HR19,,8,45626,61285,,Human Resources,,
Sep-14,Junior,,,SEO,Assistant HR Business Partner,,Home Office,Home Office,HR Business Partner Team - HM Passport Office and UK Visas and Immigration,,,1HR19,,11,34108,44185,,Human Resources,,
Sep-14,Junior,,,HEO,Assistant HR Business Partner,,Home Office,Home Office,HR Business Partner Team - HM Passport Office and UK Visas and Immigration,,,1HR19,,1.5,27150,36922,,Human Resources,,
Sep-14,Junior,,,Grade 6,Senior HR Business Partner,,Home Office,Home Office,HR Business Partner Team - Immigration Enforcement,,,1HR24,,0.8,55904,73892,,Human Resources,,
Sep-14,Junior,,,Grade 7,HR Business Partner,,Home Office,Home Office,HR Business Partner Team - Immigration Enforcement,,,1HR24,,4,45626,61285,,Human Resources,,
Sep-14,Junior,,,Grade 6,Joint Head of Unit,,Home Office,Home Office,Group Equality and Diversity,,,1HR06,,1.43,55904,73892,,Human Resources,,
Sep-14,Junior,,,Grade 7,Head of Diversity Consultancy,,Home Office,Home Office,Group Equality and Diversity,,,1HR06,,1,45626,61285,,Human Resources,,
Sep-14,Junior,,,Grade 7,Head of Consultancy,,Home Office,Home Office,Group Equality and Diversity,,,1HR06,,1,45626,61285,,Human Resources,,
Sep-14,Junior,,,Grade 7,"Head of Private Office,Compliance and Special Project",,Home Office,Home Office,Group Equality and Diversity,,,1HR06,,1,45626,61285,,Human Resources,,
Sep-14,Junior,,,SEO,Senior Diversity Consultant,,Home Office,Home Office,Group Equality and Diversity,,,1HR06,,1.83,34108,44185,,Human Resources,,
Sep-14,Junior,,,SEO,Account Manager,,Home Office,Home Office,Group Equality and Diversity,,,1HR06,,3.65,34108,44185,,Human Resources,,
Sep-14,Junior,,,HEO,Diversity Consultant,,Home Office,Home Office,Group Equality and Diversity,,,1HR06,,2,27150,36922,,Human Resources,,
Sep-14,Junior,,,HEO,Ethos Secretary,,Home Office,Home Office,Group Equality and Diversity,,,1HR06,,1,27150,36922,,Human Resources,,
Sep-14,Junior,,,HEO,"Bullying, Harrasment and Discrimination Helpline Manager",,Home Office,Home Office,Group Equality and Diversity,,,1HR06,,1,27150,36922,,Human Resources,,
Sep-14,Junior,,,EO,Diversity Consultant,,Home Office,Home Office,Group Equality and Diversity,,,1HR06,,0.78,22770,30181,,Human Resources,,
Sep-14,Junior,,,EO,Staff Support Network Support,,Home Office,Home Office,Group Equality and Diversity,,,1HR06,,2,22770,30181,,Human Resources,,
Sep-14,Junior,,,EO,Diversity Officer,,Home Office,Home Office,Group Equality and Diversity,,,1HR06,,0.61,22770,30181,,Human Resources,,
Sep-14,Junior,,,AO,Staff Support Network Support,,Home Office,Home Office,Group Equality and Diversity,,,1HR06,,0.69,18956,22515,,Human Resources,,
Sep-14,Junior,,,AA,Adminstrative Assistant,,Home Office,Home Office,Group Equality and Diversity,,,1HR06,,1,15753,19788,,Human Resources,,
Sep-14,Junior,,,Grade 6,Head of Reward,,Home Office,Home Office,HR Reward Team,,,1HR17,,1,55904,73892,,Human Resources,,
Sep-14,Junior,,,Grade 7,Deputy Head of Reward,,Home Office,Home Office,HR Reward Team,,,1HR17,,2.8,45626,61285,,Human Resources,,
Sep-14,Junior,,,SEO,Senior Reward Manager,,Home Office,Home Office,HR Reward Team,,,1HR17,,4.9,34108,44185,,Human Resources,,
Sep-14,Junior,,,HEO,Reward Manager,,Home Office,Home Office,HR Reward Team,,,1HR17,,4,27150,36922,,Human Resources,,
Sep-14,Junior,,,EO,Reward Officer,,Home Office,Home Office,HR Reward Team,,,1HR17,,2,22770,30181,,Human Resources,,
Sep-14,Junior,,,AO,Flexible Working Officer,,Home Office,Home Office,HR Reward Team,,,1HR17,,1,18956,22515,,Human Resources,,
Sep-14,Junior,,,HEO,"Group Mediation Single Point of Contact, Wellbeing Support",,Home Office,Home Office,Health Safety & Wellbeing,,,1HR17,,1,27150,36922,,Human Resources,,
Sep-14,Junior,,,HEO,Employee Assistance Programme Contract Manager / Health and Safety Liaison Officer Focal point,,Home Office,Home Office,Health Safety & Wellbeing,,,1HR17,,1,27150,36922,,Human Resources,,
Sep-14,Junior,,,Grade 7,"Head of Health, Safety & Wellbeing",,Home Office,Home Office,Health Safety & Wellbeing,,,1HR17,,1,45626,61285,,Human Resources,,
Sep-14,Junior,,,SEO,"Health, Safety & Wellbeing Advisor",,Home Office,Home Office,Health Safety & Wellbeing,,,1HR17,,1,34108,44185,,Human Resources,,
Sep-14,Junior,,,AO,Administrative Support,,Home Office,Home Office,HR Employee Relations Team,,,1HR17,,1,18956,22515,,Human Resources,,
Sep-14,Junior,,,HEO,Employee Relations Manager,,Home Office,Home Office,HR Employee Relations Team,,,1HR17,,1.56,27150,36922,,Human Resources,,
Sep-14,Junior,,,SEO,Senior Employee Relations Manager,,Home Office,Home Office,HR Employee Relations Team,,,1HR17,,3,34108,44185,,Human Resources,,
Sep-14,Junior,,,Grade 7,Deputy Head of Employee Relations,,Home Office,Home Office,HR Employee Relations Team,,,1HR17,,1,45626,61285,,Human Resources,,
Sep-14,Junior,,,Grade 6,Head of Employee Relations,,Home Office,Home Office,HR Employee Relations Team,,,1HR17,,1,55904,73892,,Human Resources,,
Sep-14,Junior,,,Grade 7,Head of HR Policy Team,,Home Office,Home Office,HR Policy Team,,,1HR17,,1,45626,61285,,Human Resources,,
Sep-14,Junior,,,SEO,Senior HR Policy Adviser,,Home Office,Home Office,HR Policy Team,,,1HR17,,3,34108,44185,,Human Resources,,
Sep-14,Junior,,,HEO-D,HR Policy HR Adviser,,Home Office,Home Office,HR Policy Team,,,1HR17,,1,26956,37158,,Human Resources,,
Sep-14,Junior,,,EO,Operational Officer,,Home Office,Home Office,Immigration Enforcement Director General's Office,,,3IE01,,1,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Immigration Enforcement Director General's Office,,,3IE01,,1,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Immigration Enforcement Director General's Office,,,3IE01,,1,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Immigration Enforcement Director General's Office,,,3IE01,,2,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,HEO,Operational Manager,,Home Office,Home Office,Immigration Enforcement Director General's Office,,,3IE01,,2,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,IO,Operational Officer,,Home Office,Home Office,Immigration Enforcement Director General's Office,,,3IE01,,1,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Director Of Operations - Director's Office,,,2IE02,,1,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,HEO,Operational Manager,,Home Office,Home Office,Director Of Operations - Director's Office,,,2IE02,,1,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,EO,Operational Manager,,Home Office,Home Office,Director Of Operations - Director's Office,,,2IE02,,1,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,AO,Operational Support Officer,,Home Office,Home Office,Director Of Operations - Director's Office,,,2IE02,,1,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,EO,Operational Officer,,Home Office,Home Office,Director Of Operations - ICE London & South,,,1IE07,,74,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Director Of Operations - ICE London & South,,,1IE07,,3,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Director Of Operations - ICE London & South,,,1IE07,,11,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,HEO,Operational Manager,,Home Office,Home Office,Director Of Operations - ICE London & South,,,1IE07,,23,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,Immigration Inspector,Operational Manager,,Home Office,Home Office,Director Of Operations - ICE London & South,,,1IE07,,20,32602,39537,,Operational Delivery,,
Sep-14,Junior,,,CIO,Operational Manager,,Home Office,Home Office,Director Of Operations - ICE London & South,,,1IE07,,54,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,IO,Operational Officer,,Home Office,Home Office,Director Of Operations - ICE London & South,,,1IE07,,329,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,AO,Operational Support Officer,,Home Office,Home Office,Director Of Operations - ICE London & South,,,1IE07,,148,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,AIO,Operational Support Officer,,Home Office,Home Office,Director Of Operations - ICE London & South,,,1IE07,,128,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,AA,Operational Officer,,Home Office,Home Office,Director Of Operations - ICE London & South,,,1IE07,,13,15753,19788,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Director Of Operations - ICE London & South,,,1IE07,,7,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,AIO,Operational Support Officer,,Home Office,Home Office,Director Of Operations - ICE Scotland & Northern Ireland,,,1IE08,,5,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,AO,Operational Support Officer,,Home Office,Home Office,Director Of Operations - ICE Scotland & Northern Ireland,,,1IE08,,27,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,CIO,Operational Manager,,Home Office,Home Office,Director Of Operations - ICE Scotland & Northern Ireland,,,1IE08,,7,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,EO,Operational Officer,,Home Office,Home Office,Director Of Operations - ICE Scotland & Northern Ireland,,,1IE08,,20,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Director Of Operations - ICE Scotland & Northern Ireland,,,1IE08,,1,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Director Of Operations - ICE Scotland & Northern Ireland,,,1IE08,,2,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,HEO,Operational Manager,,Home Office,Home Office,Director Of Operations - ICE Scotland & Northern Ireland,,,1IE08,,7,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,Immigration Inspector,Operational Manager,,Home Office,Home Office,Director Of Operations - ICE Scotland & Northern Ireland,,,1IE08,,3,32602,39537,,Operational Delivery,,
Sep-14,Junior,,,IO,Operational Officer,,Home Office,Home Office,Director Of Operations - ICE Scotland & Northern Ireland,,,1IE08,,52,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Director Of Operations - ICE Scotland & Northern Ireland,,,1IE08,,1,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,AA,Operational Support Officer,,Home Office,Home Office,"Director of Operations - ICE North, Midlands and Wales",,,1IE03,,4,15753,19788,,Operational Delivery,,
Sep-14,Junior,,,AIO,Operational Support Officer,,Home Office,Home Office,"Director of Operations - ICE North, Midlands and Wales",,,1IE03,,93,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,AO,Operational Support Officer,,Home Office,Home Office,"Director of Operations - ICE North, Midlands and Wales",,,1IE03,,112,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,CIO,Operational Manager,,Home Office,Home Office,"Director of Operations - ICE North, Midlands and Wales",,,1IE03,,48,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,EO,Operational Officer,,Home Office,Home Office,"Director of Operations - ICE North, Midlands and Wales",,,1IE03,,91,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,"Director of Operations - ICE North, Midlands and Wales",,,1IE03,,6,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,"Director of Operations - ICE North, Midlands and Wales",,,1IE03,,7,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,HEO,Operational Manager,,Home Office,Home Office,"Director of Operations - ICE North, Midlands and Wales",,,1IE03,,21,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,Immigration Inspector,Operational Manager,,Home Office,Home Office,"Director of Operations - ICE North, Midlands and Wales",,,1IE03,,14,32602,39537,,Operational Delivery,,
Sep-14,Junior,,,IO,Operational Officer,,Home Office,Home Office,"Director of Operations - ICE North, Midlands and Wales",,,1IE03,,233,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,"Director of Operations - ICE North, Midlands and Wales",,,1IE03,,5,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,AIO,Operational Support Officer,,Home Office,Home Office,Director of Operations - Central Operations,,,1IE09,,31,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,AO,Operational Support Officer,,Home Office,Home Office,Director of Operations - Central Operations,,,1IE09,,10,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,CIO,Operational Manager,,Home Office,Home Office,Director of Operations - Central Operations,,,1IE09,,11,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,EO,Operational Officer,,Home Office,Home Office,Director of Operations - Central Operations,,,1IE09,,12,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Director of Operations - Central Operations,,,1IE09,,3,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Director of Operations - Central Operations,,,1IE09,,11,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,HEO,Operational Manager,,Home Office,Home Office,Director of Operations - Central Operations,,,1IE09,,9,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,Immigration Inspector,Operational Manager,,Home Office,Home Office,Director of Operations - Central Operations,,,1IE09,,1,32602,39537,,Operational Delivery,,
Sep-14,Junior,,,IO,Operational Officer,,Home Office,Home Office,Director of Operations - Central Operations,,,1IE09,,36,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Director of Operations - Central Operations,,,1IE09,,16,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Director of Strategy and Transformation - Director's Office,,,2IE04,,2,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Director of Strategy and Transformation - Director's Office,,,2IE04,,2,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Director of Strategy and Transformation - Director's Office,,,2IE04,,3,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,EO,Operational Officer,,Home Office,Home Office,Director of Strategy and Transformation - Strategy and Engagement,,,1IE13,,6,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Director of Strategy and Transformation - Strategy and Engagement,,,1IE13,,1,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Director of Strategy and Transformation - Strategy and Engagement,,,1IE13,,8,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,HEO,Operational Manager,,Home Office,Home Office,Director of Strategy and Transformation - Strategy and Engagement,,,1IE13,,4,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Director of Strategy and Transformation - Strategy and Engagement,,,1IE13,,8,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,EO,Operational Officer,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Director's Office,,,2IE01,,1,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Director's Office,,,2IE01,,1,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Director's Office,,,2IE01,,1,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,AA,Operational Support Officer,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Operational Intelligence,,,1IE06,,8,15753,19788,,Operational Delivery,,
Sep-14,Junior,,,AIO,Administrative Support Officer,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Operational Intelligence,,,1IE06,,6,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,AO,Administrative Support Officer,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Operational Intelligence,,,1IE06,,234,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,CIO,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Operational Intelligence,,,1IE06,,48,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,EO,Operational Officer,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Operational Intelligence,,,1IE06,,208,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Operational Intelligence,,,1IE06,,7,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Operational Intelligence,,,1IE06,,21,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,HEO,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Operational Intelligence,,,1IE06,,109,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,Immigration Inspector,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Operational Intelligence,,,1IE06,,24,32602,39537,,Operational Delivery,,
Sep-14,Junior,,,IO,Operational Officer,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Operational Intelligence,,,1IE06,,180,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Operational Intelligence,,,1IE06,,29,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,AA,Administrative Support Officer,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE05,,2,15753,19788,,Operational Delivery,,
Sep-14,Junior,,,AO,Operational Support Officer,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE05,,18,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,CIO,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE05,,50,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,EO,Operational Officer,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE05,,15,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE05,,2,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE05,,11,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,HEO,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE05,,8,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,Immigration Inspector,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE05,,17,32602,39537,,Operational Delivery,,
Sep-14,Junior,,,IO,Operational Officer,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE05,,356,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE05,,3,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,EO,Operational Officer,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Casework,,,1IE04,,384,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,Grade 6,Senior Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE04,,4,55904,73892,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE04,,13,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,Grade 7,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE04,,6,45626,61285,,Operational Delivery,,
Sep-14,Junior,,,HEO,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE04,,111,27150,36922,,Operational Delivery,,
Sep-14,Junior,,,Immigration Inspector,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE04,,3,32602,39537,,Operational Delivery,,
Sep-14,Junior,,,IO,Operational Officer,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE04,,62,22770,30181,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE04,,42,34108,44185,,Operational Delivery,,
Sep-14,Junior,,,AIO,Administrative Support Officer,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE04,,2,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,AO,Operational Support Officer,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE04,,128,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,AA,Administrative Support Officer,,Home Office,Home Office,Director of Intelligence and Immigration Crime - Criminal Investigations,,,1IE04,,41,15753,19788,,Operational Delivery,,
Sep-14,Junior,,,AO,Operational Support Officer,,Home Office,Home Office,Director of Compliance and Returns - Director's Office,,,2IE03,,1,18956,22515,,Operational Delivery,,
Sep-14,Junior,,,SEO,Operational Manager,,Home Office,Home Office,Director of Compliance and Returns - Director's Office,,,2IE03,,2,34108,44185,,Operational Delivery,,
