Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
Sep-14,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy & Private Office,,,DD75,,4,36610,43190,Policy,,
Sep-14,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy & Private Office,,,D15,,1,59050,70310,Policy,,
Sep-14,Junior,,,AA (L),Administrative Assistant,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,D13,,1,19320,19890,Policy,,
Sep-14,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,D13,,3,22070,23170,Policy,,
Sep-14,Junior,,,AO (L),Personal Secretary,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,D13,,1,22070,23170,Policy,,
Sep-14,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,D13,,1,25500,29210,Policy,,
Sep-14,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD43,,2,22070,23170,Policy,,
Sep-14,Junior,,,AO (N),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD43,,6.37,19060,20010,Policy,,
Sep-14,Junior,,,AO (N),Personal Secretary,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD43,,1,19060,20010,Policy,,
Sep-14,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD43,,2,25500,29210,Policy,,
Sep-14,Junior,,,EO (N),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD43,,8.58,22820,26040,Policy,,
Sep-14,Junior,,,EO (N),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD43,,1,22820,26040,Statisticians,,
Sep-14,Junior,,,FS (N),Assistant Statistician,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD43,,2,27500,36000,Statisticians,,
Sep-14,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD43,,1,59050,70310,Policy,,
Sep-14,Junior,,,G6 (N),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD43,,1,54310,65080,Policy,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD43,,2,49400,59290,Policy,,
Sep-14,Junior,,,G7 (N),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD43,,5.59,44970,53910,Policy,,
Sep-14,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD43,,6,27400,31680,Policy,,
Sep-14,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD43,,1.89,36610,43190,Policy,,
Sep-14,Junior,,,SEO (N),Senior Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD43,,0.6,33900,40000,Science and Engineering,,
Sep-14,Junior,,,AO (N),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD50,,0.81,19060,20010,Policy,,
Sep-14,Junior,,,AO (N),Personal Secretary,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD50,,1,19060,20010,Policy,,
Sep-14,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD50,,1,25500,29210,Policy,,
Sep-14,Junior,,,EO (N),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD50,,5.83,22820,26040,Policy,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD50,,4.6,49400,59290,Policy,,
Sep-14,Junior,,,G7 (N),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD50,,4.61,44970,53910,Policy,,
Sep-14,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD50,,2,30510,35350,Policy,,
Sep-14,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD50,,9.53,27400,31680,Policy,,
Sep-14,Junior,,,HEO (N),Not in Post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD50,,1,27400,31680,Policy,,
Sep-14,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD50,,1.89,36610,43190,Policy,,
Sep-14,Junior,,,SEO (N),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD50,,4.46,33900,40000,Policy,,
Sep-14,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD52,,1,22070,23170,Policy,,
Sep-14,Junior,,,AO (L),Personal Secretary,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD52,,1,22070,23170,Policy,,
Sep-14,Junior,,,EO (L),Not in Post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD52,,0.6,25500,29210,Policy,,
Sep-14,Junior,,,EO (N),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD52,,2,22820,26040,Policy,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD52,,1,49400,59290,Policy,,
Sep-14,Junior,,,G7 (N),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD52,,0.81,44970,53910,Policy,,
Sep-14,Junior,,,G7 (N),Not in Post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD52,,1,44970,53910,Policy,,
Sep-14,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD52,,1.4,27400,31680,Policy,,
Sep-14,Junior,,,SEO (N),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD52,,3.81,33900,40000,Policy,,
Sep-14,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,3,22070,23170,Policy,,
Sep-14,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,5,25500,29210,Policy,,
Sep-14,Junior,,,EO (L),Not in Post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,0.6,25500,29210,Policy,,
Sep-14,Junior,,,FS (L),Higher Executive Officer (D),,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,1,27500,36000,Policy,,
Sep-14,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,1,59050,70310,Policy,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,8.4,49400,59290,Policy,,
Sep-14,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,9.69,30510,35350,Policy,,
Sep-14,Junior,,,HEO (L),Higher Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,2,30510,35350,Science and Engineering,,
Sep-14,Junior,,,HEO (L),Not in Post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,1,30510,35350,Policy,,
Sep-14,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,1,27400,31680,Policy,,
Sep-14,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,6.67,36610,43190,Policy,,
Sep-14,Junior,,,SEO (L),Senior Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD54,,4,36610,43190,Science and Engineering,,
Sep-14,Junior,,,AA (L),Administrative Assistant,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,1,19320,19890,Policy,,
Sep-14,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,1,22070,23170,Policy,,
Sep-14,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,3.8,25500,29210,Policy,,
Sep-14,Junior,,,FS (L),Assistant Economist,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,1,27500,36000,Economics,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,5.9,49400,59290,Policy,,
Sep-14,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,7,30510,35350,Policy,,
Sep-14,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,1,27400,31680,Policy,,
Sep-14,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,5,36610,43190,Policy,,
Sep-14,Junior,,,SEO (L),Senior Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,1,36610,43190,Science and Engineering,,
Sep-14,Junior,,,SEO (L),Not in Post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,0.83,36610,43190,Policy,,
Sep-14,Junior,,,SEO (N),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD55,,0.81,33900,40000,Policy,,
Sep-14,Junior,,,AO (L),Personal Secretary,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD56,,1,22070,23170,Policy,,
Sep-14,Junior,,,EO (N),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD56,,1,22820,26040,Policy,,
Sep-14,Junior,,,FS (L),Assistant Statistician,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD56,,1,27500,36000,Statisticians,,
Sep-14,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD56,,1.81,59050,70310,Policy,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD56,,4,49400,59290,Policy,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD56,,1,49400,59290,Statisticians,,
Sep-14,Junior,,,G7 (N),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD56,,1,44970,53910,Policy,,
Sep-14,Junior,,,G7 (N),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD56,,1,44970,53910,Statisticians,,
Sep-14,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD56,,1,27400,31680,Policy,,
Sep-14,Junior,,,SEO (N),Senior Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD56,,1,33900,40000,Science and Engineering,,
Sep-14,Junior,,,SEO (OL),Senior Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD56,,1,36240,42760,Science and Engineering,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD57,,1,49400,59290,Policy,,
Sep-14,Junior,,,G7 (N),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD57,,1,44970,53910,Policy,,
Sep-14,Junior,,,FS (L),Assistant Economist,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Land Management & Livestock Farming,,,DD83,,1,27500,36000,Economics,,
Sep-14,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,D14,,2.61,25500,29210,Policy,,
Sep-14,Junior,,,FS (L),Assistant Economist,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,D14,,1,27500,36000,Economics,,
Sep-14,Junior,,,FS (L),Higher Executive Officer (D),,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,D14,,1,27500,36000,Policy,,
Sep-14,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,D14,,1,59050,70310,Policy,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,D14,,4,49400,59290,Policy,,
Sep-14,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,D14,,1,30510,35350,Policy,,
Sep-14,Junior,,,HEO (L),Higher Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,D14,,1,30510,35350,Science and Engineering,,
Sep-14,Junior,,,SEO (L),Senior Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,D14,,1,36610,43190,Science and Engineering,,
Sep-14,Junior,,,AO (N),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD38,,3,19060,20010,Policy,,
Sep-14,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD38,,1,25500,29210,Policy,,
Sep-14,Junior,,,EO (N),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD38,,2,22820,26040,Policy,,
Sep-14,Junior,,,G6 (N),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD38,,1,54310,65080,Policy,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD38,,2,49400,59290,Policy,,
Sep-14,Junior,,,G7 (L),Not in Post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD38,,0.69,49400,59290,Policy,,
Sep-14,Junior,,,G7 (N),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD38,,2,44970,53910,Policy,,
Sep-14,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD38,,8,27400,31680,Policy,,
Sep-14,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD38,,1,36610,43190,Policy,,
Sep-14,Junior,,,SEO (N),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD38,,6.86,33900,40000,Policy,,
Sep-14,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD52,,1,25500,29210,Policy,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD52,,1,49400,59290,Policy,,
Sep-14,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD52,,1.6,30510,35350,Policy,,
Sep-14,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD52,,0.6,36610,43190,Policy,,
Sep-14,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD58,,2,22070,23170,Policy,,
Sep-14,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD58,,3,25500,29210,Policy,,
Sep-14,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD58,,2,59050,70310,Policy,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD58,,6.83,49400,59290,Policy,,
Sep-14,Junior,,,G7 (N),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD58,,1,44970,53910,Policy,,
Sep-14,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD58,,13,30510,35350,Policy,,
Sep-14,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD58,,0.81,27400,31680,Policy,,
Sep-14,Junior,,,HEO (N),Higher Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD58,,1,27400,31680,Science and Engineering,,
Sep-14,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD58,,6,36610,43190,Policy,,
Sep-14,Junior,,,SEO (L),Senior Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD58,,0.9,36610,43190,Science and Engineering,,
Sep-14,Junior,,,SEO (N),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD58,,1,33900,40000,Policy,,
Sep-14,Junior,,,SEO (N),Senior Scientific Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD58,,0.61,33900,40000,Science and Engineering,,
Sep-14,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD59,,2,22070,23170,Operational Delivery,,
Sep-14,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD59,,3,25500,29210,Operational Delivery,,
Sep-14,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD59,,3,59050,70310,Operational Delivery,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD59,,6.63,49400,59290,Operational Delivery,,
Sep-14,Junior,,,G7 (L),Not in Post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD59,,1,49400,59290,Operational Delivery,,
Sep-14,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD59,,2.67,30510,35350,Operational Delivery,,
Sep-14,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD59,,14,36610,43190,Operational Delivery,,
Sep-14,Junior,,,SEO (L),Senior Professional and Technology Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD59,,7,36610,43190,Operational Delivery,,
Sep-14,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD60,,1,25500,29210,Policy,,
Sep-14,Junior,,,FS (L),Higher Executive Officer (D),,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD60,,1,27500,36000,Policy,,
Sep-14,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD60,,1,59050,70310,Policy,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD60,,4,49400,59290,Policy,,
Sep-14,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD60,,4,30510,35350,Policy,,
Sep-14,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD60,,3,36610,43190,Policy,,
Sep-14,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD62,,6,25500,29210,Policy,,
Sep-14,Junior,,,FS (L),Higher Executive Officer (D),,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD62,,1,27500,36000,Policy,,
Sep-14,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD62,,1,59050,70310,Policy,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD62,,7.85,49400,59290,Policy,,
Sep-14,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD62,,9.4,30510,35350,Policy,,
Sep-14,Junior,,,HEO (L),Not in Post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD62,,1,30510,35350,Policy,,
Sep-14,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD62,,7.9,36610,43190,Policy,,
Sep-14,Junior,,,AA (L),Administrative Assistant,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD63,,1,19320,19890,Policy,,
Sep-14,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD63,,5,22070,23170,Policy,,
Sep-14,Junior,,,AO (L),Personal Secretary,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD63,,1,22070,23170,Policy,,
Sep-14,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD63,,4,25500,29210,Policy,,
Sep-14,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD63,,2.55,59050,70310,Policy,,
Sep-14,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,,,DD63,,6.29,49400,59290,Policy,,
