Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Total Pay (£),Professional/Occupational Group,Notes,Valid?
Mar-13,Senior,11203,Patrick Turner,SCS2,Deputy Permanent Representative to NATO,Representing British interests at NATO,Foreign and Commonwealth Office,Foreign and Commonwealth office,International Institutions Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,"89,999",N/A,Policy,,11203
Mar-13,Senior,11204,Philip Parham,SCS2,HMA and Deputy Permanent Representative to the United Nations,Representing British interests at the UN,Foreign and Commonwealth Office,Foreign and Commonwealth office,International Institutions Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,"89,999",N/A,Policy,,11204
Mar-13,Senior,11300,David Quarrey,SCS2,Director Middle East & North Africa,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,13306516,1,80000,"84,999",N/A,Policy,,11300
Mar-13,Senior,11301,Simon Collis,SCS2,HMA Baghdad,Representing British interests in Iraq,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,80000,"84,999",N/A,Policy,,11301
Mar-13,Senior,11302,John Jenkins,SCS3,HMA Riyadh,Representing British interests in Saudi Arabia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,120000,"124,999",N/A,Policy,,11302
Mar-13,Senior,11304,James Watt,SCS2,HMA Cairo,Representing British interests in Egypt,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,"89,999",N/A,Policy,,11304
Mar-13,Senior,11305,Francis Baker,SCS2,HMA Kuwait,Representing British interests in Kuwait,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,"89,999",N/A,Policy,,11305
Mar-13,Senior,11306,Vacant,SCS2,HMA Damascus,Representing British interests in Syria,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,N/A,dp-foi.img@fco.gov.uk,11000,0,1,0,0,N/A,Policy,,11306
Mar-13,Senior,11307,Vincent Fean,SCS2,"Head of Post, Jerusalem",Representing British interests in Israel,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,"89,999",N/A,Policy,,11307
Mar-13,Senior,11308,Matthew Gould,SCS2,HMA Tel Aviv,Representing British interests in Israel,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,"89,999",N/A,Policy,,11308
Mar-13,Senior,11310,Dominic Jermey,SCS2,HMA United Arab Emirates,Representing British interests in the UAE,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,"89,999",N/A,Policy,,11310
Mar-13,Senior,11311,Peter Millett,SCS2,HMA Amman,Representing British interests in Jordan,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,90000,"94,999",N/A,Policy,,11311
Mar-13,Senior,11312,Michael Aron,SCS3,HMA Tripoli,Representing British interests in Libya,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,90000,"94,999",N/A,Policy,,11312
Mar-13,Senior,11313,Michael O'Neill,SCS2,HMA Doha,Representing British interests in Qatar,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,80000,"84,999",N/A,Policy,,11313
Mar-13,Senior,11314,Vacant,SCS2,Libya Unit,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,N/A,dp-foi.img@fco.gov.uk,11000,0,1,0,0,N/A,Policy,,11314
Mar-13,Senior,11315,Jon Davies,SCS2,Additional Director Middle East & North Africa,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,80000,"84,999",N/A,Policy,,11315
Mar-13,Senior,11316,Vacant,SCS2,Additional Director Middle East & North Africa,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,N/A,dp-foi.img@fco.gov.uk,11000,0,1,0,0,N/A,Policy,,11316
Mar-13,Senior,11317,Tom Fletcher,SCS2,HMA Beirut,Representing British interests in Lebanon,Foreign and Commonwealth Office,Foreign and Commonwealth office,Middle East & North Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,80000,"84,999",N/A,Policy,,11317
Mar-13,Senior,11400,Vacant,SCS2,Director Eastern Europe and Central Asia,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Eastern Europe and Central Asia Directorate,N/A,dp-foi.img@fco.gov.uk,11000,4845638,1,0,0,N/A,Policy,,11400
Mar-13,Senior,11401,Timothy Barrow,SCS3,HMA Moscow,Representing British interests in Russia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Eastern Europe and Central Asia Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,120000,"124,999",N/A,Policy,,11401
Mar-13,Senior,11402,Denis Keefe,SCS2,DHM Moscow,Representing British interests in Russia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Eastern Europe and Central Asia Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,85000,"89,999",N/A,Policy,,11402
Mar-13,Senior,11403,Simon Smith,SCS2,HMA Kyiv,Representing British interests in Ukraine,Foreign and Commonwealth Office,Foreign and Commonwealth office,Eastern Europe and Central Asia Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,11000,0,1,90000,"94,999",N/A,Policy,,11403
Mar-13,Senior,12000,Robert Hannigan,SCS3,Director General Defence & Intelligence,Providing senior policy advice at Board level,Foreign and Commonwealth Office,Foreign and Commonwealth office,DG Defence & Intelligence,0207 008 1500,dp-foi.img@fco.gov.uk,10000,1855000,1,130000,"134,999",N/A,Policy,,12000
Mar-13,Senior,12200,Katherine Smith,SCS2,Director Americas,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,80000,"84,999",N/A,Policy,,12200
Mar-13,Senior,12201,Peter Westmacott,SCS4,HMA Washington,Representing British interests in USA,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,165000,"169,999",N/A,Policy,,12201
Mar-13,Senior,12202,Alan Charlton,SCS3,HMA Brasilia,Representing British interests in Brazil,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,115000,"119,999",N/A,Policy,,12202
Mar-13,Senior,12203,Philip Barton,SCS2,DHM Washington,Representing British interests in USA,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,85000,"89,999",N/A,Policy,,12203
Mar-13,Senior,12204,Daniel Lopez,SCS2,British Consul General and Director General Trade and Investment USA,Supporting UK companies and foreign investment,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,120000,"124,999",N/A,Policy,,12204
Mar-13,Senior,12205,Lindsay Croisdale-Appleby,SCS2,HMA Bogota,Representing British interests in Colombia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,80000,"84,999",N/A,Policy,,12205
Mar-13,Senior,12206,Howard Drake,SCS2,HMA Kingston,Representing British interests in Jamaica,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,85000,"89,999",N/A,Policy,,12206
Mar-13,Senior,12207,Judith Macgregor,SCS2,HMA Mexico City,Representing British interests in Mexico,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,85000,"89,999",N/A,Policy,,12207
Mar-13,Senior,12208,John Freeman,SCS2,HMA Buenos Aires,Representing British interests in Argentina,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,85000,"89,999",N/A,Policy,,12208
Mar-13,Senior,12209,Catherine Nettleton,SCS2,HMA Caracas,Representing British interests in Venezuela,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,80000,"84,999",N/A,Policy,,12209
Mar-13,Senior,12210,Vacant,SCS2,BHC Ottawa,Representing British interests in Canada,Foreign and Commonwealth Office,Foreign and Commonwealth office,Americas Directorate,N/A,dp-foi.img@fco.gov.uk,12000,0,1,0,0,N/A,Policy,,12210
Mar-13,Senior,12301,Susan D'Allegeershecque,SCS2,HMA Vienna and UK Permanent Representative to the UN and other International Organisations in Vienna,Representing British interests in Austria,Foreign and Commonwealth Office,Foreign and Commonwealth office,Defence and Strategic Threats Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,90000,"94,999",N/A,Policy,,12301
Mar-13,Senior,12406,Peter Richard Hayes,SCS2,OT - Director,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Overseas Territories Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,2289592,1,85000,"89,999",N/A,Policy,,12406
Mar-13,Senior,12500,Laurence Bristow,SCS2,Director National Security,Senior policy advice on national security,Foreign and Commonwealth Office,Foreign and Commonwealth office,National Security Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,3859055,1,85000,"89,999",N/A,Policy,,12500
Mar-13,Senior,12600,Sarah Macintosh,SCS2,Director Defence & International Security,Senior policy advice on defence and international security,Foreign and Commonwealth Office,Foreign and Commonwealth office,Defence and International Security Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,19880138,1,80000,"84,999",N/A,Policy,,12600
Mar-13,Senior,12700,Timothy Dowse,SCS2,Director Cyber Poilicy,Senior policy advice on cyber issues,Foreign and Commonwealth Office,Foreign and Commonwealth office,Cyber Policy Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,12000,0,1,90000,"94,999",N/A,Policy,,12700
Mar-13,Senior,13000,Barbara Woodward,SCS3,DG Economic and Consular,Providing senior policy advice at Board level,Foreign and Commonwealth Office,Foreign and Commonwealth office,DG Europe & Globalisation,0207 008 1500,dp-foi.img@fco.gov.uk,10000,4670000,1,115000,"119,999",N/A,Policy,,13000
Mar-13,Senior,13200,Nicholas Kay,SCS2,Director Africa,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,10709652,1,80000,"84,999",N/A,Policy,,13200
Mar-13,Senior,13201,Deborah Bronnert,SCS2,HMA Harare,Representing British interests in Zimbabwe,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,85000,"89,999",N/A,Policy,,13201
Mar-13,Senior,13202,Nicola Brewer,SCS3,BHC Pretoria,Representing British interests in South Africa,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,135000,"139,999",N/A,Policy,,13202
Mar-13,Senior,13203,Andrew Pocock,SCS3,BHC Abuja,Representing British interests in Nigeria,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,100000,"104,999",N/A,Policy,,13203
Mar-13,Senior,13204,Peter Tibber,SCS2,HMA Khartoum,Representing British interests in Sudan,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,85000,"89,999",N/A,Policy,,13204
Mar-13,Senior,13205,Gregory Dorey,SCS2,HMA Addis Ababa,Representing British interests in Ethiopia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,85000,"89,999",N/A,Policy,,13205
Mar-13,Senior,13206,Christian Turner,SCS2,BHC Nairobi,Representing British interests in Kenya,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,85000,"89,999",N/A,Policy,,13206
Mar-13,Senior,13207,Peter Jones,SCS2,BHC Accra,Representing British interests in Ghana,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,80000,"84,999",N/A,Policy,,13207
Mar-13,Senior,13209,John David Dennis,SCS2,ADS - General,Senior policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Africa Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,1293747,1,85000,"89,999",N/A,Policy,,13209
Mar-13,Senior,13208,Susannah Simon,SCS2,Director Migration,Leading delivery of migration management,Foreign and Commonwealth Office,Foreign and Commonwealth office,Migration Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,80000,"84,999",N/A,Policy,,13208
Mar-13,Senior,13300,Simon Manley,SCS2,Director Europe,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,2051820,1,85000,"89,999",N/A,Policy,,13300
Mar-13,Senior,13301,Jon Cunliffe,SCS4,UK Permanent Representative to the EU,Representing British interests at the EU,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,165000,"169,999",N/A,Policy,,13301
Mar-13,Senior,13302,Shan Morgan,SCS3,Deputy Permanent Representative to the EU,Representing British interests at the EU,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,110000,"114,999",N/A,Policy,,13302
Mar-13,Senior,13303,Simon Mcdonald,SCS3,HMA Berlin,Representing British interests in Germany,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,125000,"129,999",N/A,Policy,,13303
Mar-13,Senior,13304,Giles Paxman,SCS3,HMA Madrid,Representing British interests in Spain,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,110000,"114,999",N/A,Policy,,13304
Mar-13,Senior,13305,David Reddaway,SCS3,HMA Ankara,Representing British interests in Turkey,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,110000,"114,999",N/A,Policy,,13305
Mar-13,Senior,13306,Peter Ricketts,SCS4,HMA Paris,Representing British interests in France,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,170000,"174,999",N/A,Policy,,13306
Mar-13,Senior,13307,Paul Arkwright,SCS2,HMA The Hague,Representing British interests in the Netherlands,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,80000,"84,999",N/A,Policy,,13307
Mar-13,Senior,13308,Julian Braithwaite,SCS2,Political and Security Committee Ambassador to the EU,Representing British interests at the EU,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,80000,"84,999",N/A,Policy,,13308
Mar-13,Senior,13310,Michael Davenport,SCS2,HMA Belgrade,Representing British interests in Serbia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,80000,"84,999",N/A,Policy,,13310
Mar-13,Senior,13312,Karen Pierce,SCS2,Head of Post UKMIS Geneva,Representing British interests at the UN in Geneva,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,85000,"89,999",N/A,Policy,,13312
Mar-13,Senior,13314,Matthew Kidd,SCS2,BHC Nicosia,Representing British interests in Cyprus,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,85000,"89,999",N/A,Policy,,13314
Mar-13,Senior,13315,Dominick Chilcott,SCS2,HMA Dublin,Representing British interests Republic of Ireland,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,85000,"89,999",N/A,Policy,,13315
Mar-13,Senior,13316,John Kittmer,SCS2,HMA Athens,Representing British interests in Greece,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,85000,"89,999",N/A,Policy,,13316
Mar-13,Senior,13317,Paul Johnston,SCS2,HMA Stockholm,Representing British interests in Sweden,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,90000,"94,999",N/A,Policy,,13317
Mar-13,Senior,13318,Christopher Prentice,SCS2,HMA Rome,Representing British interests in Italy,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,110000,"114,999",N/A,Policy,,13318
Mar-13,Senior,13319,Robin Barnett,SCS2,HMA Warsaw,Representing British interests in Poland,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,90000,"94,999",N/A,Policy,,13319
Mar-13,Senior,13320,Andrew Noble,SCS2,DHM Berlin,Representing British Interests in Germany,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,85000,"89,999",N/A,Policy,,13320
Mar-13,Senior,13321,Ian Cameron Cliff,SCS2,HMA Pristina,Representing British Interests in Kosovo,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,85000,"89,999",N/A,Policy,,13321
Mar-13,Senior,13322,Robert Turner,SCS2,British Consul General Istanbul,Representing British interests in Turkey,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,85000,"89,999",N/A,Policy,,13322
Mar-13,Senior,13323,Jill Morris,SCS2,Director EU - General,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Europe Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,80000,"84,999",N/A,Policy,,13323
Mar-13,Senior,13400,Peter Wilson,SCS2,Director Asia Pacific,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,10089100,1,80000,"84,999",N/A,Policy,,13400
Mar-13,Senior,13401,Timothy Hitchens,SCS3,HMA Tokyo,Representing British interests in Japan,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,120000,"124,999",N/A,Policy,,13401
Mar-13,Senior,13402,Sebastian Wood,SCS3,HMA Beijing,Representing British interests in China,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,130000,"134,999",N/A,Policy,,13402
Mar-13,Senior,13403,Mark Kent,SCS2,HMA Bangkok,Representing British interests in Thailand,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,80000,"84,999",N/A,Policy,,13403
Mar-13,Senior,13404,Simon Featherstone,SCS2,BHC Kuala Lumpur,Representing British interests in Malaysia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,85000,"89,999",N/A,Policy,,13404
Mar-13,Senior,13405,Julia Longbottom,SCS2,DHM Tokyo,Representing British interests in Japan,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,80000,"84,999",N/A,Policy,,13405
Mar-13,Senior,13406,Mark Canning,SCS2,HMA Jakarta,Representing British interests in Indonesia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,80000,"84,999",N/A,Policy,,13406
Mar-13,Senior,13407,Paul Madden,SCS2,BHC Canberra,Representing British interests in Australia,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,85000,"89,999",N/A,Policy,,13407
Mar-13,Senior,13408,Caroline Wilson,SCS2,British Consul General to Hong Kong and Macao,Representing British interests in the Hong Kong Special Administrative Region,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,80000,"84,999",N/A,Policy,,13408
Mar-13,Senior,13409,Andrew Wightman,SCS2,HMA Seoul,Representing British interests in South Korea,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,90000,"94,999",N/A,Policy,,13409
Mar-13,Senior,13410,Andrew Key,SCS2,DHM Beijing,Representing British interests in China,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,80000,"84,999",N/A,Policy,,13410
Mar-13,Senior,13411,Antony Phillipson,SCS2,BHC Singapore,Representing British interests in Singapore,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,85000,"89,999",N/A,Policy,,13411
Mar-13,Senior,13412,Christopher Wood,SCS2,Taipei - General,Representing British Interests in Taiwan,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,80000,"84,999",N/A,Policy,,13412
Mar-13,Senior,13413,Stephen Lillie,SCS2,HMA Manila,Representing British Interests in Philippines,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,80000,"84,999",N/A,Policy,,13413
Mar-13,Senior,13414,David Fitton,SCS2,SEAPG - General,Senior regional policy advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,Asia Pacific Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,0,1,80000,"84,999",N/A,Policy,,13414
Mar-13,Senior,13500,Charles Hay,SCS2,Director Consular,Leading delivery of consular services to British nationals,Foreign and Commonwealth Office,Foreign and Commonwealth office,Consular Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,8211460,1,80000,"84,999",N/A,Operational Delivery,,13500
Mar-13,Senior,13700,Andrew Jonathan Mitchell,SCS2,Director Prosperity,Providing senior policy advice on the prosperity agenda,Foreign and Commonwealth Office,Foreign and Commonwealth office,Prosperity Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,13000,3871111,1,85000,"89,999",N/A,Operational Delivery,,13700
Mar-13,Senior,14000,Matthew Rycroft,SCS3,Director General Operations,Board level leadership of corporate services,Foreign and Commonwealth Office,Foreign and Commonwealth office,DG Operations (Formerly C&D),0207 008 1500,dp-foi.img@fco.gov.uk,10000,12045185,1,120000,"124,999",N/A,Operational Delivery,,14000
Mar-13,Senior,14100,Menna Rawlings,SCS2,Director Human Resources,Leading delivery of human resource management,Foreign and Commonwealth Office,Foreign and Commonwealth office,Human Resources Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14000,17013751,1,80000,"84,999",N/A,Human Resources,,14100
Mar-13,Senior,14200,Vacant,SCS2,Director Corporate Service Programme (Slot combined with 14400),Leading delivery of corporate services,Foreign and Commonwealth Office,Foreign and Commonwealth office,Corporate Services Directorate,N/A,dp-foi.img@fco.gov.uk,14000,0,1,0,0,N/A,Operational Delivery,,14200
Mar-13,Senior,14300,Iain Walker,SCS2,Director Finance,Leading delivery of financial management,Foreign and Commonwealth Office,Foreign and Commonwealth office,Finance Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14000,2315221,1,90000,"94,999",N/A,Finance,,14300
Mar-13,Senior,14400,David Cairns,SCS2,Director Estates and Security,Leading delivery of estates management and security,Foreign and Commonwealth Office,Foreign and Commonwealth office,Estates & Security Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14000,12669249,1,80000,"84,999",N/A,Property and asset management,,14400
Mar-13,Senior,14500,David Meyer,SCS2,Chief Information Officer,Leading delivery of information technology services,Foreign and Commonwealth Office,Foreign and Commonwealth office,Information & Technology Directorate,0207 008 1500,dp-foi.img@fco.gov.uk,14000,7317921,1,120000,"124,999",N/A,Information Technology,,14500
Mar-13,Senior,15000,Neil Morisetti,SCS3,Special Representative for Climate Change,Providing senior policy advice on climate change,Foreign and Commonwealth Office,Foreign and Commonwealth office,PUS,0207 008 1500,dp-foi.img@fco.gov.uk,10000,0,1,115000,"119,999",N/A,Policy,,15000
Mar-13,Senior,16000,Iain Macleod,SCS3,Legal Adviser,Providing legal advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,PUS,0207 008 1500,dp-foi.img@fco.gov.uk,10000,395000,1,125000,"129,999",N/A,Law,,16000
Mar-13,Senior,16100,Catherine Adams,SCS2,Deputy Legal Adviser,Providing legal advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,PUS,0207 008 1500,dp-foi.img@fco.gov.uk,16000,0,1,85000,"89,999",N/A,Law,,16100
Mar-13,Senior,16200,John Grainger,SCS2,Deputy Legal Adviser,Providing legal advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,PUS,0207 008 1500,dp-foi.img@fco.gov.uk,16000,0,1,90000,"94,999",N/A,Law,,16200
Mar-13,Senior,16300,Christopher Whomersley,SCS2,Deputy Legal Adviser,Providing legal advice,Foreign and Commonwealth Office,Foreign and Commonwealth office,PUS,0207 008 1500,dp-foi.img@fco.gov.uk,16000,0,1,95000,"99,999",N/A,Law,,16300
Mar-13,Senior,17000,Robin Grimes,SCS3,Chief Scientific Adviser,Providing senior policy advice on scientific matters,Foreign and Commonwealth Office,Foreign and Commonwealth office,PUS,0207 008 1500,dp-foi.img@fco.gov.uk,16000,0,0.4,125000,"129,999",N/A,Policy,,17000
